ds,yhat,yhat_lower,yhat_upper
2023-01-01,95.84110556914048,62.395426296784045,127.23656795101975
2023-01-02,116.89152125893546,85.54767084427463,146.4400985448347
2023-01-03,128.98390224596005,97.48751586359161,160.02506741354486
2023-01-04,133.55177410741902,102.8678460016795,165.77778736430614
2023-01-05,123.90821289353029,92.86675998811619,155.33371448376337
2023-01-06,105.38559811562442,74.35126154624031,138.0063619736075
2023-01-07,96.83703340631256,66.04806752890374,127.4649764671581
2023-01-08,96.11137623231498,66.26161607414492,127.99781875496728
2023-01-09,117.16179192211372,84.03778207946823,147.58061881858436
2023-01-10,129.25417290914945,98.7928584791071,161.05334343241677
2023-01-11,133.82204477057948,101.26331831296748,168.57105110297286
2023-01-12,124.17848355670482,94.37134040294404,155.83046885619106
2023-01-13,105.6558687787878,75.59073205845237,136.91061075358556
2023-01-14,97.10730406946978,64.4133120681492,129.916377543194
2023-01-15,96.38164689549015,63.000226812160165,128.0336654110904
2023-01-16,117.43206258522338,86.00720544844799,148.47137497154554
2023-01-17,129.52444357231286,100.4422891145487,159.62020393419166
2023-01-18,134.09231543373897,101.6825677142081,164.2303488178582
2023-01-19,124.44875421984823,95.1180479763134,157.32357006662406
2023-01-20,105.926139441939,75.78104402487351,139.88758196089682
2023-01-21,97.37757473248912,66.3843760696989,130.04758648203946
2023-01-22,96.65191755836398,64.22316052861223,127.76133741146296
2023-01-23,117.70233324794205,84.63681708840099,151.02877615776012
2023-01-24,129.7947142348736,99.71929068923372,163.43221421782707
2023-01-25,134.362586096161,103.64885995250847,167.07814374677048
2023-01-26,124.7190248821032,92.87441368341977,156.3470018573265
2023-01-27,106.19641010411483,73.98613934625124,136.90968503249022
2023-01-28,97.64784539461368,66.301850506016,129.44525337085474
2023-01-29,96.92218822048446,64.17592899624573,127.99028199612751
2023-01-30,117.97260391007323,87.98144845943347,150.21873046866
2023-01-31,130.06498489699533,97.82691303405359,162.3308791720703
2023-02-01,134.63285675828266,101.47643343515739,164.78742303896175
2023-02-02,124.9892955442075,95.0655123112832,155.67692116463525
2023-02-03,106.46668076619918,75.58495867868642,140.03700345291648
2023-02-04,97.91811605672902,65.7232117141036,128.31602528943043
2023-02-05,97.1924588826043,67.44144191561601,130.26484880459242
2023-02-06,118.24287457219683,85.1632295583694,148.6341296891664
2023-02-07,130.33525555906394,99.31515646365182,158.92998500362702
2023-02-08,134.9031274328925,103.78586388449581,164.6191625017886
2023-02-09,125.25956623129015,96.14888687313537,156.81160518040124
2023-02-10,106.7369514657754,75.54559971645413,136.00833762682822
2023-02-11,98.18838676878829,65.02646250073553,129.5214660245207
2023-02-12,97.4627296071219,64.86052361493603,129.57972773715755
2023-02-13,118.51314530925548,84.96382513481646,150.10294862474134
2023-02-14,130.60552630863592,99.82458732661927,162.29506517006365
2023-02-15,135.1733981824057,104.22988388027943,166.81973580513713
2023-02-16,125.52983698080311,95.92964153303937,159.1362342237021
2023-02-17,107.00722221529615,77.22321352086719,137.16101752966233
2023-02-18,98.45865751831506,66.92417565801335,128.82623254897763
2023-02-19,97.73300035666598,65.33220120883999,126.50982653720584
2023-02-20,118.7834160588033,88.00811461029531,150.6291089200664
2023-02-21,130.87579705816887,98.08273394472734,161.9397110169629
2023-02-22,135.4436689319506,104.015903323616,165.3859732962655
2023-02-23,125.80010773039075,93.46965873486549,155.83420730493452
2023-02-24,107.27749296488405,76.30717681468454,139.56386199263451
2023-02-25,98.72892826785463,67.67685942013271,129.38648170431264
2023-02-26,98.00327110621137,67.77699730787626,130.41189654838882
2023-02-27,119.05368605311946,86.42656776364726,153.60342449813984
2023-02-28,131.1460662971962,100.26631678253621,164.19099557066951
2023-03-01,135.71393741577774,102.66243138988982,165.45584551943762
2023-03-02,126.07037545894666,92.1229591137569,156.51244991824788
2023-03-03,107.54775993820847,75.71914895317421,137.33771704184414
2023-03-04,98.99919448594582,66.23012977817558,132.3769153663975
2023-03-05,98.27353656908056,65.29282321407962,129.79856643876548
2023-03-06,119.32395151591622,86.24209204649681,150.35320940769168
2023-03-07,131.41633176005428,99.32563032057665,163.67177211543418
2023-03-08,135.98420287861606,101.98973219126316,169.05309935720277
2023-03-09,126.34064092181589,90.91275681237748,157.54029393121965
2023-03-10,107.81802540105436,75.09839197808725,141.8586174945389
2023-03-11,99.26945994882614,66.32600376837972,131.03716229105407
2023-03-12,98.54380203194975,68.74074882311008,132.1418842128232
2023-03-13,119.59421697878918,88.58182942633785,151.78616631533492
2023-03-14,131.6865972229254,98.70404275884286,163.87332962273055
2023-03-15,136.2544683414861,103.75767035532806,165.06668517438675
2023-03-16,126.610906384654,95.53566248611835,156.69604081636288
2023-03-17,108.08829086390026,76.46466280233074,140.29546525634706
2023-03-18,99.52367865595559,70.27129350996604,130.88555603091743
2023-03-19,98.78197398337534,65.73851591060547,130.3434338564555
2023-03-20,119.81634217448716,87.27416552614343,149.9552982107628
2023-03-21,131.89267566290658,99.26145438678303,161.8003162898665
2023-03-22,136.44450002574476,105.53891521968964,169.104017166564
2023-03-23,126.7848913131573,93.43263664229721,156.08499415485284
2023-03-24,108.24622903670108,76.54647238611713,140.42633053201723
2023-03-25,99.68161682875666,68.68084416205413,131.9200561760093
2023-03-26,98.93991215618728,67.29402947434225,129.5764080821964
2023-03-27,119.97428034723426,88.0676767890818,152.0868361854832
2023-03-28,132.05061383572044,102.17274389974736,163.10174530865555
2023-03-29,136.60243819855756,106.63103453291887,169.12877573535724
2023-03-30,126.94282948602839,96.58420896606687,158.32124478100368
2023-03-31,108.40416720947754,77.37435192733545,142.64076130867298
2023-04-01,99.83955500155771,69.13517913676844,133.2932950632768
2023-04-02,99.09785032895113,69.03587093956841,129.9083669075392
2023-04-03,120.13221852004996,89.03071512969197,152.2179058012785
2023-04-04,132.2085520085213,101.57225490255446,163.1491964584853
2023-04-05,136.7150975837421,105.67216221259206,165.38701196442418
2023-04-06,127.01021008358441,94.72119703629875,158.14144229081063
2023-04-07,108.42626901950828,77.65859689353448,138.57071797855625
2023-04-08,99.81637802390918,68.90588111575342,130.46624430514083
2023-04-09,99.02939456370174,67.079705957687,128.70339733952127
2023-04-10,120.01848396719886,88.37038965417037,150.71782880667445
2023-04-11,132.04953866806136,101.03585935597513,162.63268495153994
2023-04-12,136.55608424325226,106.94169855359334,168.2845102653813
2023-04-13,126.8511967431096,92.04928552719902,157.9459981728743
2023-04-14,108.26725567901012,77.79865572264573,139.9686926940466
2023-04-15,99.65736468341704,68.53418130062134,129.22695315960343
2023-04-16,98.87038122322755,64.3782747240932,128.78411538978847
2023-04-17,119.85947062673536,87.49522883779153,150.92243507301336
2023-04-18,131.89052532753527,100.04809575756207,162.5037226965308
2023-04-19,136.39707090276238,104.19682781742824,168.06940621215603
2023-04-20,126.69218340260365,95.13568227108007,159.04220431803714
2023-04-21,108.10824233852415,75.1665348729172,138.88903333860927
2023-04-22,99.49835134293772,66.5311175792117,132.53713770485885
2023-04-23,98.71136788270458,68.62162975224409,129.09280362920464
2023-04-24,119.66461967692615,88.40155820850855,151.16649965963146
2023-04-25,131.65983676840125,98.23412965490046,160.45948230728632
2023-04-26,136.13054473429776,104.5728553315552,166.34835880004036
2023-04-27,126.38981962479113,93.58404421132721,156.079345651526
2023-04-28,107.77004095138552,74.40249286444487,136.633932518046
2023-04-29,99.1243123464844,68.12477922628145,128.39118039870885
2023-04-30,98.30149127691668,66.88642209819243,129.43670699140495
2023-05-01,119.25474307114895,87.5925355732118,151.76084334381054
2023-05-02,131.24996016260158,99.27208736936457,162.4209892313492
2023-05-03,135.7206681284942,105.16416773121504,167.69889114155268
2023-05-04,125.97994301904616,92.42386268873261,155.99375417839516
2023-05-05,107.36016434556149,75.05245671478744,139.38214087926838
2023-05-06,98.71443574068496,67.87275170484813,127.10897693528007
2023-05-07,97.89161467112814,68.1341014173327,132.23793057993282
2023-05-08,118.84486646536415,87.84002510257866,148.27900837603778
2023-05-09,130.84008355680191,97.8558000457135,161.83162292227397
2023-05-10,135.3107915227065,102.61123829295386,165.15893743829466
2023-05-11,125.57006641324207,94.40878614329797,158.28868319494887
2023-05-12,106.91132491485575,74.84072568452618,136.10550207087022
2023-05-13,98.22663348507342,63.91759243861747,130.46423547005685
2023-05-14,97.36484959062207,66.29776761427978,127.56984410107788
2023-05-15,118.27913855987896,85.0727189651746,150.86041930423647
2023-05-16,130.235392826498,98.67807505905544,161.78990929088508
2023-05-17,134.66713796745074,103.25172187727311,166.78128851495472
2023-05-18,124.88745003308004,94.25035196678213,155.84471608524007
2023-05-19,106.22870853470151,75.97334777399402,137.48387851494576
2023-05-20,97.54401710495358,66.793012394227,130.08149445299634
2023-05-21,96.68223321049112,68.26553067468295,129.01610696629982
2023-05-22,117.59652217975177,88.44055174663006,147.96484113379807
2023-05-23,129.55277644635598,97.1812139321625,158.9426338307493
2023-05-24,133.98452158732064,101.00511348711933,163.7320711085901
2023-05-25,124.20483365293356,93.2760806502563,153.4939222064308
2023-05-26,105.54609215461437,73.36477403401639,138.30423717088271
2023-05-27,96.86140072481176,65.94982833029106,127.91472786133947
2023-05-28,95.99961683036149,64.33843924281713,127.8984336280107
2023-05-29,116.91390579963216,86.28388590252793,147.98197188730543
2023-05-30,128.8701600661998,97.78482964197795,160.74965754700736
2023-05-31,133.26718648442608,102.14092059464207,166.26536731898574
2023-06-01,123.4527798272406,92.32222754057038,154.89140919114436
2023-06-02,104.75931960616379,74.13392564041128,137.1644025802778
